Site;"Site ID";Campagne;"Campagne ID";Rémunération;"Type de support";Support;"Nom du fichier";"Taille de bannière";Texte;Description;Expéditeur;"Expéditeur complément";Objet;"Objet complément";"Début de validité";"Fin de validité";Javascript;HTML;"URL de clic";"URL d'affichage";"URL d'affichage tiers"
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;300x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2815"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2815"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2815""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2815""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2815;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2815;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;160x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  160x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2171"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2171"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2171""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2171""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2171;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2171;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;728x90;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  728x90 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF21711"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF21711"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21711""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF21711""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21711;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF21711;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;"horizontale ANJ";;322x70;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  322x70 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF22B1"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF22B1"" width=""322"" height=""70"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF22B1""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF22B1""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF22B1;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF22B1;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;320x50;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x50 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF21715"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF21715"" width=""320"" height=""50"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21715""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF21715""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21715;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF21715;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;320x170;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x170 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2177"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2177"" width=""320"" height=""170"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2177""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2177""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2177;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2177;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;640x340;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  640x340 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2179"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2179"" width=""640"" height=""340"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2179""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2179""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2179;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2179;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;120x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  120x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF21713"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF21713"" width=""120"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21713""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF21713""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21713;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF21713;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;300x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2173"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2173"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2173""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2173""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2173;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2173;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Bonus_ete26;;300x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2175"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2175"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2175""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2175""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2175;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2175;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Kit mail";Crescendo_Fil_Rouge;Euromillions_resultats_fr_SA574447_FDJ__Crescendo_Fil_Rouge.html;;;;"FDJ par Base";Propositions;;;"2025-11-03 12:25:15 Europe/Paris";;;;;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Kit mail";"Pour Dédup";Euromillions_resultats_fr_SA574447_FDJ__Pour_Dédup.html;;;;;;;;"2024-07-14 17:00:00 Europe/Paris";;;;;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Kit mail";Illiko_fil_rouge;Euromillions_resultats_fr_SA574447_FDJ__Illiko_fil_rouge.html;;;;;;;;"2026-05-11 16:43:09 Europe/Paris";;;;;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Kit mail";Illiko_exclu_web;Euromillions_resultats_fr_SA574447_FDJ__Illiko_exclu_web.html;;;;;;;;"2026-05-11 16:44:14 Europe/Paris";;;;;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Kit mail";Eurodreams_Fil_Rouge;Euromillions_resultats_fr_SA574447_FDJ__Eurodreams_Fil_Rouge.html;;;;;;;;"2024-09-13 14:59:54 Europe/Paris";;;;;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";"Pack tirage";;;"Participez à tous les tirages des 7 prochains jours en un clic";"(16) Le Pack Tirage à 28 € contient une combinaison simple EuroDreams pour deux tirages consécutifs d’un montant total de 5 €, une combinaison simple EuroMillions-My Million avec le jeu optionnel Etoile + pour deux tirages consécutifs d’un montant total de 7 €, une combinaison simple Loto avec le jeu optionnel 2nd Tirage pour trois tirages consécutifs d’un montant total de 9 € et une combinaison simple Crescendo pour les 7 tirages d'un samedi d'un montant total de 7 €.
(25) Le Pack Tirage à 10 € contient une combinaison simple Loto® avec le jeu optionnel 2nd Tirage pour le tirage d'un samedi d’un montant total de 3 € et une combinaison simple Crescendo pour les 7 tirages d'un samedi d'un montant total de 7 €.
(17) Le Pack Tirage à 14 € contient une combinaison simple EuroDreams pour deux tirages consécutifs d’un montant total de 5 € et une combinaison simple Loto® avec le jeu optionnel 2nd Tirage pour trois tirages consécutifs d’un montant total de 9 €.
(18) Le Pack Tirage à 12 € contient une combinaison simple EuroDreams pour deux tirages consécutifs d’un montant total de 5 € et une combinaison simple EuroMillions-My Million avec le jeu optionnel Etoile + pour deux tirages consécutifs d’un montant total de 7 €.";;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF21515"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21515"">Participez à tous les tirages des 7 prochains jours en un clic</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21515;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";LOTO;;;"2M€ minimum(1) à gagner tous les lundis, mercredis et samedis + 10 gagnants à 20 000€ (2) tirés au sort !
(Voir règlement)";"(1) Montant à partager entre les gagnants du 1er rang. Voir règlement.
(2) Parmi les codes LOTO® attribués pour chaque combinaison simple enregistrée. Voir règlement.";;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2231"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2231"">2M€ minimum(1) à gagner tous les lundis, mercredis et samedis + 10 gagnants à 20 000€ (2) tirés au sort !
(Voir règlement)</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2231;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";EuroMillions;;;"17M€ (1) minimum à gagner tous les mardis et vendredis + 1 millionnaire garanti (2) à My-Million à chaque tirage
(Voir réglement)";"(1) Montant non garanti (sauf avis contraire publié sur fdj.fr) à partager au rang 1 dans les pays participants. Voir règlement de l'offre de jeux EuroMillions - My Million et du jeu Etoile+.
(2) Soit 1 gagnant d'1 M € en République française ou Principauté de Monaco.";;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2211"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2211"">17M€ (1) minimum à gagner tous les mardis et vendredis + 1 millionnaire garanti (2) à My-Million à chaque tirage
(Voir réglement)</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2211;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";Grattage;;;"Astro, Banco, Cash… retrouvez  les grands classiques des jeux de grattages FDJ en ligne.";-;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2157"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2157"">Astro, Banco, Cash… retrouvez  les grands classiques des jeux de grattages FDJ en ligne.</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2157;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";Crescendo;;;"Le Samedi de 13h à 19h, chaque heure le jackpot peut grimper ! De 100 000€ à 700 000€ à tenter de gagner à partir de 1€ la grille ! ";-;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF27B1"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27B1"">Le Samedi de 13h à 19h, chaque heure le jackpot peut grimper ! De 100 000€ à 700 000€ à tenter de gagner à partir de 1€ la grille ! </a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27B1;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";Eurodreams;;;"20 000€ par mois pendant 30 ans* à gagner avec EuroDreams ! (1) Voir règlement disponible sur www.fdj.fr, rubrique « Règlements ».";"(10) Gain accessible uniquement sous forme de rente dans la limite de 3 combinaisons simples gagnantes au rang 1 par tirage parmi tous les pays participants. Si le nombre de combinaisons simples gagnantes au rang 1 par tirage excède 3 parmi tous les pays participants, le montant de 21,6 millions d’euros est partagé entre ces combinaisons. Dans ce cas, le gain sera versé en une fois et non sous forme de rente.";;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2591"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2591"">20 000€ par mois pendant 30 ans* à gagner avec EuroDreams ! (1) Voir règlement disponible sur www.fdj.fr, rubrique « Règlements ».</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2591;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";Bonus_ete26;;;"Offre de bienvenue : du 20 juillet au 20 septembre 2026, 10€ offerts* avec le code BONUS pour toute nouvelle inscription et 5€ joués sur l'application mobile ou le site FDJ.fr";"*Pour bénéficier du bonus de 10 euros d’e-crédits offerts, vous devez impérativement remplir les conditions suivantes :
- Créer votre compte FDJ en vous inscrivant sur fdj.fr ou sur l’application FDJ entre le 20 juillet et le 20 septembre 2026.
- Renseigner le code promotionnel « BONUS » au cours de l’inscription ou directement dans la rubrique « FDJ & MOI» puis dans la zone « Vous avez un code promo ? » dans les 7 jours suivant votre inscription.
- Envoyer une copie de votre pièce d’identité (carte d’identité, passeport, permis de conduire) en cours de validité, lisible et conforme aux informations saisies dans votre compte FDJ, dans les 7 jours suivant votre inscription.
- Enregistrer une ou plusieurs prise(s) de jeu pour un montant total minimum de 5€ sur fdj.fr ou sur l’application FDJ, après la saisie de votre code promotionnel, dans les 7 jours suivant votre inscription.

Cette offre est valable pour les 10 000 premiers inscrits

Si ces quatre conditions sont respectées, un bonus de 10 euros vous sera offert sous la forme d'un crédit de jeux versé sur votre compte FDJ dans un délai de 7 jours maximum après vérification de votre pièce d’identité par FDJ. Offre non cumulable avec toute autre offre promotionnelle.
Cet e-crédit est valable 31 jours à compter de son attribution. Il est utilisable sur le site fdj.fr, sur l’application FDJ ou en points de vente pour les prises de jeu effectuées avec un compte FDJ (« en identifié ») , pour effectuer exclusivement une/des prises de jeu sur les jeux mentionnés dans votre compte FDJ, rubrique « FDJ & Moi », conformément aux Conditions générales de La Française des Jeux, disponibles sur www.fdj.fr. 
Cette offre est réservée uniquement aux personnes majeures, n’ayant jamais disposé d’un compte fdj.fr ou sur l’application FDJ et n’est valable qu’une seule fois par personne (même nom, prénom, date de naissance et adresse postale)";;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF21513"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21513"">Offre de bienvenue : du 20 juillet au 20 septembre 2026, 10€ offerts* avec le code BONUS pour toute nouvelle inscription et 5€ joués sur l'application mobile ou le site FDJ.fr</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF21513;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";ExclusWeb;;;"fdj.fr c’est aussi sa gamme Exclus Web, que vous ne trouverez nulle part ailleurs. Plus de 30 jeux dispos à partir de 0,25€";-;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2153"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2153"">fdj.fr c’est aussi sa gamme Exclus Web, que vous ne trouverez nulle part ailleurs. Plus de 30 jeux dispos à partir de 0,25€</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2153;;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;"Lien texte";FDJ;;;"Jeux d’argent et de hasard en ligne. + de 80 jeux disponibles. Voir la France gagner.";-;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE TEXT  -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2155"");
	} catch(e) {}
</script>
<noscript>
	<iframe src="""" width=""1"" height=""1"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2155"">Jeux d’argent et de hasard en ligne. + de 80 jeux disponibles. Voir la France gagner.</a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2155;;
